"id_grandprix";"id_track";"days";"months";"years";"bestlap_driver_id";"betlap_lap";"bestlap_time";"weather";"notes";"qnotes";"last_modification"
728;14;9;12;1965;381;"";"1.36.400";"Солнечно, тепло, сухо";;;
729;60;10;3;1965;297;"";"1.11.900";"Пасмурно, ливень";;;
730;32;24;10;1965;372;"";"1.55.840";"Солнечно, тепло, сухо";;;
731;6;5;10;1964;297;"";"1.33.900";"Жарко, сухо";;;
732;41;24;5;1964;381;"";"1.32.800";"Солнечно, жарко, сухо";;;
733;13;14;6;1964;372;"";"3.49.200";"Пасмурно, сухо";"Питер Ревсон дисквалифицирован за постороннюю помощь на трассе.";;
734;64;28;6;1964;364;"";"2.11.400";"Пасмурно, сухо";;;
735;40;7;11;1964;381;"";"1.38.800";"Пасмурно, сухо";"Также Гран При Европы.";;
736;34;8;2;1964;349;"";"8.39.00";"Пасмурно, сухо";"Карел-Годен де Бёфор получил смертельные ранения, вылетев с трассы и ударившись о дерево у Bergwerk в субботу, и скончался в больнице через день.";;
737;68;23;8;1964;372;"";"1.10.560";"Облачно, сухо";;;
738;14;9;6;1964;349;"";"1.38.800";"Пасмурно, сухо";;;
739;60;10;4;1964;381;"";"1.12.700";"Солнечно, тепло, сухо";;;
740;32;25;10;1964;381;"";"1.58.370";"Солнечно, тепло, сухо";;;
741;6;26;5;1963;349;"";"1.34.500";"Солнечно, тепло, сухо";" Также Гран При Европы.";;
742;13;6;9;1963;381;"";"3.58.100";"Пасмурно, влажно";;;
743;41;23;6;1963;381;"";"1.33.700";"Солнечно, тепло, сухо";;;
744;66;30;6;1963;381;"";"2.21.600";"Ливень";"Старт гонке по ошибке дан красным флагом.

** Грэм Хилл классифицирован, но не получил очков в зачет чемпионата мира из-за того, что на старте ему была оказана посторонняя помощь.";;
745;9;20;7;1963;349;"";"1.36.00";"Солнечно, тепло, сухо";"Иннес Айрленд и Тревор Тэйлор дисквалифицированы за постороннюю помощь на пит-лейн.";;
746;34;8;4;1963;349;"";"8.47.000";"Солнечно, тепло, сухо";;;
747;14;9;8;1963;381;"";"1.38.900";"Солнечно, тепло, сухо";"Первоначально планировалась конфигурация трассы с включением овала, но в пятницу после полудня было решено отказаться от овала по соображениям безопасности.";;
748;60;10;6;1963;381;"";"1.14.500";"Жарко, сухо";;;
749;32;27;10;1963;381;"";"1.58.100";"Пасмурно, сухо";"Джон Сертис дисквалифицирован за постороннюю помощь на пит-лейн.";;
750;67;28;12;1963;372;"";"1.29.100";"Жарко, сухо";;;
751;41;20;5;1962;369;"";"1.34.400";"Солнечно, тепло, сухо";" Также Гран При Европы.";;
752;6;6;3;1962;381;"";"1.35.500";"Пасмурно, сухо";"* В результате массового столкновения на старте автомобилем Ричи Гинтера убит маршал.";;
753;13;17;6;1962;381;"";"3.55.600";"Солнечно, тепло, сухо";;;
754;64;7;8;1962;297;"";"2.16.900";"Солнечно, тепло, сухо";;;
755;69;21;7;1962;381;"";"1.55.000";"Солнечно, тепло, сухо";;;
756;34;8;5;1962;297;"";"10.12.200";"Дождь";"Тревор Тэйлор квалифицировался 22-м, но стартовал с конца стартового поля, так как не смог совершить пяти кругов во время квалификации.

** Старт гонки задержан из-за сильного ливня.";;
757;14;16;9;1962;297;"";"1.42.300";"Пасмурно";;;
758;60;10;7;1962;381;"";"1.15.000";"Пасмурно, сухо";;;
759;67;29;12;1962;381;"";"1.31.00";"Сухо";;;
760;6;14;5;1961;469;"";"1.36.300";"Тепло, сухо";;;
761;41;22;5;1961;381;"";"1.35.500";"Солнечно";" Мастен Грегори и Ян Бёрджес квалифицировались, но не стартовали, являясь резервными гонщиками.";;
762;13;18;6;1961;394;"";"3.59.800";"Пасмурно";" Джим Кларк и Иннес Айрленд квалифицировались соответственно 16-м и 18-м, но на стартовом поле поменялись местами.";;
763;66;7;2;1961;409;"";"2.27.100";"Очень жарко, сухо";;;
764;69;15;7;1961;473;"";"1.57.800";"Пасмурно, влажно";"Джек Фэйрмен и совместно использовавший с ним автомобиль Стирлинг Мосс были дисквалифицированы за постороннюю помощь на пит-лейн, оказанную Фэйрмену.";;
765;34;8;6;1961;409;"";"8.57.800";"Пасмурно, ливень";"акже Гран При Европы.";;
766;14;9;10;1961;401;"";"2.48.400";"Очень жарко, сухо";"Подъезжая к Параболике, Вольфганг фон Трипс столкнулся с Джимом Кларком, налетел на ограждения, был выброшен из кувыркающегося автомобиля и погиб. Автомобилем убиты 14 зрителей.";;
767;60;10;8;1961;364;"";"1.18.200";"Тепло, сухо";;;
768;24;2;7;1960;469;"";"1.38.900";"Очень жарко, сухо";"Морис Тринтиньян и Стирлинг Мосс были классифицированы, но не получили очков в зачет чемпионата мира за совместное использование автомобиля в гонке.";;
769;6;29;5;1960;369;"";"1.36.200";"Дождь";"Джек Брэбэм дисквалифицирован за постороннюю помощь на трассе после разворота.";;
770;70;30;5;1960;499;"";"1.01.590";"Облачно, тепло, сухо";;;
771;41;6;6;1960;469;"";"1.33.800";"Солнечно, тепло, сухо";"После аварии в шпильке, вызванной поломкой тормозов, автомобилем Дэна Герни убит зритель.";;
772;13;19;6;1960;364;"";"3.51.900";"Солнечно, тепло, сухо";"Крис Бристоу потерял управление в Burnenville, был выброшен из автомобиля и погиб.

** Алану Стэйси в лицо попала птица, он потерял управление у Masta, был выброшен из автомобиля и погиб.";;
773;66;7;3;1960;364;"";"2.17.500";"Пасмурно, сухо";;;
774;9;16;7;1960;297;"";"1.34.400";"Пасмурно, сухо";;;
775;71;14;8;1960;349;"";"2.27.530";"Жарко, сухо";"Стирлинг Мосс дисквалифицирован за то, что толкал автомобиль против направления движения после разворота.";;
776;14;9;4;1960;409;"";"136.732";"Пасмурно, сухо";" Также Гран При Европы.

** В гонке также принимали участие автомобили Формулы 2 и классифицировались наравне с автомобилями Ф1.";;
777;72;20;11;1960;364;"";"1.56.300";"Солнечно, тепло, сухо";;;
778;6;5;10;1959;364;"";"1.40.400";"Жарко, сухо";"В гонке также принимали участие автомобили Формулы 2, но классифицировались отдельно (отмечены звездочкой *).";;
779;70;30;5;1959;502;"";"1.890";"Облачно, тепло, сухо";"Во время тренировки за две недели до гонки Джерри Анзер получил сильные ожоги в аварии на стартовой прямой и скончался через 17 дней.

** Боб Кортнер разбился насмерть о стену в северо-восточном повороте во время тренировки за две недели до гонки.";;
780;41;31;5;1959;469;"";"1.36.700";"Солнечно, тепло, сухо";;;
781;66;7;5;1959;469;"";"2.22.800";"Очень жарко, сухо";"Также Гран При Европы.

** Стирлинг Мосс дисквалифицирован за постороннюю помощь на трассе после разворота. Несмотря на это, за ним сохранен самый быстрый круг в гонке.";;
782;69;18;7;1959;469;"";"1.57.000";"Солнечно, тепло, сухо";"Из-за забастовки в Италии команда Ferrari не участвовала в гонке.";;
783;82;8;2;1959;473;"";"2.4.5";"Пасмурно, сухо";"Жан Бера погиб в гонке поддержки в субботу, выступая на Porsche RSK. Он был выброшен из автомобиля и ударился о флагшток.

** Клиф Эллисон установил время поул-позиции, но, являясь запасным гонщиком, стартовал с конца стартового поля.

*** Гонка состояла из двух заездов по 30 кругов. Стартовые позиции второго заезда определялись по финишным позициям первого. Результаты суммированы.";;
784;74;23;8;1959;469;"";"2.5.070";"Жарко, сухо";;;
785;14;13;9;1959;409;"";"1.40.400";"Солнечно, тепло, сухо";;;
786;75;12;12;1959;430;"";"3.5.000";"Солнечно, тепло, сухо";"Джек Брэбэм стал чемпионом мира благодаря тому, что толкал свой автомобиль к финишу последние 800 метров.";;
787;24;19;1;1958;570;"";"1.41.800";"Солнечно, тепло, сухо";;;
788;6;18;5;1958;569;"";"1.40.600";"Солнечно, жарко, сухо";;;
789;41;26;5;1958;469;"";"1.37.600";"Пасмурно, сухо";;;
790;70;30;5;1958;519;"";"1.02.370";"Солнечно, тепло, сухо";"Из-за сильного отрыва первых трех автомобилей от остальных перед стартом был назначен дополнительный формирующий круг.

** Пэт О'Коннор перелетел через Джимми Риса и скончался в горящем автомобиле, получив смертельную травму головы.";;
791;13;15;6;1958;569;"";"3.58.300";"Солнечно, очень жарко, сухо";"Также Гран При Европы.

** Во время тренировок некоторые автомобили использовали другие бортовые номера, нежели в гонке.

*** По просьбе обладателя поул-позиции Майка Хоторна первый стартовый ряд был расположен в обратном порядке.";;
792;66;7;6;1958;569;"";"2.24.900";"Солнечно, тепло, сухо";"Квалификационное время Чико Годиа было установлено Хуаном-Мануэлем Фанхио.

** Луиджи Муссо не справился с управлением в повороте Muizon и был выброшен из кувыркавшегося автомобиля. Получив смертельные ранения, скончался в больнице в Реймсе.";;
793;9;19;7;1958;569;"";"1.40.800";"Солнечно, тепло, сухо";;;
794;34;8;3;1958;469;"";"9.9.200";"Пасмурно, сухо";"В гонке также принимали участие автомобили Формулы 2, но классифицировались отдельно (отмечены звездочкой *).

** 6-й и 7-й ряды стартового поля были составлены из гонщиков, допустивших различные нарушения во время квалификации.

*** Питер Коллинз вылетел в Pflanzgarten, был выброшен из автомобиля и ударился о дерево. Получив травмы головы, скончался в больнице в Бонне.";;
795;71;24;8;1958;569;"";"2.32.370";"Пасмурно";;;
796;14;9;7;1958;297;"";"1.42.900";"Жарко, сухо";"Мастен Грегори и Кэррол Шелби были первоначально дисквалифицированы за совместное использование автомобиля в гонке, после апелляции дисквалификация была снята, но очков в зачет чемпионата мира они не получили.";;
797;76;19;10;1958;469;"";"2.22.500";"Солнечно, тепло, сухо";"В гонке также принимали участие автомобили Формулы 2, но классифицировались отдельно (отмечены звездочкой *).

** Во время тренировок некоторые автомобили использовали другие бортовые номера, нежели в гонке.

*** Стюарт Льюис-Эванс получил сильные ожоги после взрыва двигателя и скончался шестью днями позже в Ист-Гринстеде, Великобритания.";;
798;24;13;1;1957;469;"";"1.44.700";"Солнечно, жарко, сухо";;;
799;6;19;5;1957;570;"";"1.45.600";"Солнечно, тепло, сухо";;;
800;70;30;5;1957;499;"";"1.02.750";"Облачно, тепло, сухо";"Кэйт Эндрюс разбился насмерть о внутреннюю стену в северо-западном повороте во время тренировки за две недели до гонки.";;
801;64;7;7;1957;568;"";"2.22.400";"Солнечно, очень жарко, сухо";" Некоторые источники засчитывают лишь 69 кругов и, соответственно, 6-е место Жану Бера из-за того, что он толкал машину к финишу сам, вследствие чего его последний круг был совершен за время меньшее, чем было необходимо для классификации.";;
802;69;20;7;1957;469;"";"1.59.200";"Пасмурно, тепло, сухо";"Также Гран При Европы.

** Питер Коллинз не получил очков в зачет чемпионата мира вместе с Морисом Тринтиньяном, так как совершил всего 4 круга.";;
803;34;8;4;1957;570;"";"9.17.400";"Солнечно, жарко, сухо";"В гонке также принимали участие автомобили Формулы 2, но классифицировались отдельно (отмечены звездочкой *).";;
804;77;18;8;1957;469;"";"9.44.600";"Солнечно, очень жарко, сухо";;;
805;14;9;8;1957;473;"";"1.43.700";"Солнечно, жарко, сухо";;;
806;24;22;1;1956;570;"";"1.45.300";"Пасмурно, сухо";;;
807;6;13;5;1956;570;"";"1.44.400";"Солнечно, тепло, сухо";;;
808;70;30;5;1956;545;"";"1.02.32";"Пасмурно, сухо";"2.72 километра дистанции были заасфальтированы, остальные вымощены кирпичом.";;
809;13;6;3;1956;469;"";"4.14.700";"Пасмурно, влажно";;;
810;66;7;1;1956;570;"";"2.25.800";"Пасмурно, тепло, сухо";"Квалификационное время Колина Чепмена установил Харри Шелл.";;
811;9;14;7;1956;469;"";"1.43.200";"Пасмурно, сухо";"Тепло, сухо";;
812;34;8;5;1956;570;"";"9.41.600";"Тепло, сухо";"Брюс Хэлфорд дисквалифицирован за постороннюю помощь на трассе после разворота.";;
813;14;9;2;1956;469;"";"2.45.500";"Тепло, ливень";"Также Гран При Европы.";;
814;24;16;1;1955;570;"";"1.48.300";"Очень жарко, сухо";"Круги лидирования восстановлены по описанию гонки.

** Из-за сильной жары только Хуан-Мануэль Фанхио и Роберто Мьерес закончили гонку без замен.";;
815;6;22;5;1955;570;"";"1.42.400";"Жарко, сухо";"Также Гран При Европы.";;
816;70;30;5;1955;648;"";"1.3.670";"Холодно";"Манни Айюло разбился насмерть о стену в юго-западном повороте во время квалификации за две недели до гонки.

** Билл Вукович разбился насмерть на задней прямой, столкнувшись с одним из автомобилей, попавших в аварию. Машина вылетела за ограждения и загорелась.";;
817;13;6;5;1955;570;"";"4.20.600";"Тепло, сухо";;;
818;41;19;6;1955;633;"";"1.40.900";"Холодно, влажно";;;
819;69;16;7;1955;469;"";"2.0.400";"Жарко, сухо";;;
820;14;9;11;1955;469;"";"2.46.900";"Тепло, сухо";;;
821;24;17;1;1954;488;"";"1.48.200";"Пасмурно, влажно";"Жан Бера и Майк Хоторн дисквалифицированы за постороннюю помощь на трассе после разворота.

** Круги лидирования восстановлены по описанию гонки.";;
822;70;31;5;1954;649;"";"1.4.040";"Очень жарко";;;
823;13;20;6;1954;570;"";"4.25.500";"Солнечно, тепло, сухо";;;
824;66;7;4;1954;472;"";"2.32.900";"Пасмурно, влажно";;;
825;9;17;7;1954;469;"";"1.50.000";"Холодно, влажно";;;
826;34;8;1;1954;640;"";"9.55.100";"Тепло, сухо";"Также Гран При Европы.

** Онофре Маримон разбился насмерть во время квалификации на быстром спуске перед мостом возле Аденау.";;
827;78;22;8;1954;570;"";"2.39.700";"Влажно";;;
828;14;9;5;1954;488;"";"2.0.800";"Тепло, сухо";;;
829;79;24;10;1954;638;"";"2.20.400";"Солнечно, тепло, сухо";;;
830;24;18;1;1953;638;"";"1.48.400";"Очень жарко, сухо";"Девять зрителей убиты и сорок ранены автомобилем Нино Фарины, потерявшим управление после столкновения с перебегавшим трассу мальчиком.

** Автомобилем Алана Брауна сбит насмерть зритель.


В 1953 году чемпионат мира, все еще функционирующий по правилам второй Формулы, стартовал довольно рано, в январе, но зато в Аргентине. Maserati, в конце 1952 года показавшая миру довольно конкурентноспособную машину, прибыла в Южную Америку, имея в своем составе четырех пилотов: вернувшегося в дело Х.-М. Фанхио, Х.-Ф. Гонзалеса, Ф. Бонетто и местного героя О. Гальвеса. А. Аскари, Джузеппе (Нино) Фарина и Л. Виллорези остались верны Ferrari. Также за конюшню из Маранелло в 1953 году выступал М. Хоторн. Gordini тоже сохранила своих прежних гонщиков : Ж. Бера, М. Тринтиньян, Р. Манзон, а также приобрела одного нового - Карлоса Мендитеги. Под знаменем Cooper числились А. Браун, Дж. Барбер и А. Круз.

Аскари, действующий чемпион мира, в квалификации был быстрейшим, Фанхио был рядом на первой линии вместе с Виллорези и Фариной. Места во втором ряду завоевали Гонзалес, Хоторн и Тринтиньян. В третьем - Манзон, Гальвес, Мендитеги и Бера.

Президент Аргентины Хуан Перон посетил сие достойное событие, вельможно предоставив публике свободный доступ к трассе, чем эта публика благодарно и воспользовалась. Люди стояли вдоль трассы по всему периметру гоночного круга, что просто не могло не закончиться катастрофой.

Аскари со старта лидировал, Фанхио не делал его жизнь легкой, а вот шедшему третьим Фарине очень не повезло, когда прямо на трассе перед собой он увидел заблудившегося болельщика. Резко отклонившись в сторону, пытаясь избежать столкновения, Фарина теряет контроль над своим автомобилем и врезается в людскую толпу. По крайней мере один человек (а вероятно больше) погиб. Манзон оказался более удачливым, никого не убив и не покалечив оторвавшимся от автомобиля колесом на 67 круге. Хоторн переместился на 3-е место, но не надолго - оттуда его скинул Гонзалес. Гальвес в итоге стал пятым, Бера - шестым.";;
831;70;30;5;1953;648;"";"1.06.240";"Очень жарко, сухо";"Чет Миллер разбился насмерть о стену в юго-западном повороте во время тренировки за две недели до гонки.

** Во время гонки Карл Скарборо умер от перегрева организма в местной больнице.


Как обычно, Индианаполис-500 был включен в календарь чемпионата мира, но никто из европейцев Старую кирпичницу не посетил.

Билл Вукович, который чуть было не выиграл здесь в прошлом году, победил в квалификационных заездах. Фред Агабашьян и Джек Макграт расположились рядом в первом ряду. Чуть ниже были Мануэль Айюло, Энди Линден и Тони Беттенхаузен.

Вукович старт не проиграл, доминировал на протяжении всей гонки и легко ее выиграл. 

Эта гонка в Индианаполисе была примечательна небывало сильной жарой, из-за чего гонщики не выдерживали такого напряжения, многие были вынуждены просить замену. К несчастью, один пилот позже скончался от истощения.";;
832;41;6;7;1953;622;"";"1.52.800";"Солнечно, тепло, сухо";"Почти через 5 месяцев после первого этапа в Аргентине гонщики разыграли Голладский Гран При. 

В этот весьма немалый промежуток времени было проведено немало не входящих в зачет чемпионата соревнований. 

Maserati в борьбе с Ferrari все более и более демонстрировала свою силу. 

В мартовской гонке в Сиракузах барон Эммануэль (Туло) де Граффенрид праздновал победу, все 4 принимавшие участие Ferrari гонку не закончили. 

Альберто Аскари выиграл сразу две гонки : в По и Бордо. 

Майк Хоторн тоже успел отличиться. Он праздновал успех в Сильверстоуне (International Trophy) и Дандреде (Ulster Trophy). 

Джузеппе (Нино) Фарина был лучшим в Неаполе. 

Хоть Ferrari и не доминировали во всех гонках, они были все еще очень сильны. 

Трасса в Зандвоорте накануне была заново покрыта и асфальт сильно крошился, но гонку ожидали с предвкушением, после того, как на квалификационной сессии первые 6 пилотов были очень близки друг к другу. 

Но на деле все оказалось иначе. А. Аскари (поул-позиция) лидировал от старта до финиша, на ранней стадии гонки Виллорези был вторым, затем случилось несколько обоюдных обгонов с Фариной и в итоге, ближе к концу гонки он сошел из-за проблем с дросселем. Гонсалес смотрелся прилично, но из-за проблем с подвеской удалился. Но он отдыхал недолго, занял автомобиль Бонетто и после стремительной езды примчался третьим впереди Хоторна.";;
833;13;21;6;1953;488;"";"4.34.000";"Жарко, сухо";"Две недели спустя команды Ф-1 снова были в деле, на этот раз в бельгийском Спа. 

Дж. Клэз был призван под знамя Maserati вместе с Гонзалесом, Фанхио и Онофре Маримоном. Автомобилями Ferrari управляла все та же великолепная четверка. За Gordini были заявлены Бера, Тринтиньян и Харри Шелл. Фрер, Коллинз и Маклин представляли HWM. Как всегда было много частников, самым заметным из которых являлся барон де Граффенрид на Maserati. 

Общественность уже давно привыкла видеть на поул-позиции только пилотов Ferrari. На сей раз, однако, на верхней строке числился Фанхио (Аскари и Гонзалес шли следом). 

Обе Maserati выиграли старт, причем в лидеры вышел Гонзалес, но затем дела пошли вкривь и вкось. Гонзалес сломал свою педаль газа и остановил свой болид, потом у Фанхио обнаружился дефект двигателя - так Аскари неожиданно стал лидером, а Хоторн и Маримон замкнули первую тройку. Последний, впрочем, вскоре пропустит Виллорези из-за проблем с двигателем. 

В конце гонки машина Хоторна стала терять топливо, и Майк начал опускаться все ниже и ниже. Фанхио, который продолжал гонку в машине Клэза и все время атаковал, ждало разочарование: на последнем круге на болиде отказало рулевое управление, что стало причиной аварии. Благодаря этому событию Маримон был классифицирован третьим.";;
834;66;7;5;1953;570;"";"2.41.100";"Жарко, сухо";"Соперничество между Ferrari и Maserati летом 1953 года достигло апогея в роскошном сражении, имевшем место на французском Гран При в Реймсе, где победитель после 300 мильной борьбы определился только на финишной прямой. 

Восходящая звезда Майк Хоторн на финише в упорной борьбе выиграл у Х.-М. Фанхио всего лишь 1 секунду, а пришедшие следом Х.-Ф. Гонзалес и А. Аскари отстали на несколько секунд. Остальные фигуранты, включая Gordini, HWM и частные команды принять вызов не смогли. 

По итогам квалификации на первом месте стоял А. Аскари, дальше следовали Бонетто, Виллорези, Фанхио, Гонзалес, Фарина, Хоторн. 

В баках машины Гонзалеса был небольшой запас топлива, поэтому не удивительно, что старт выиграл именно он. 

Бонетто отстал от группы лидеров после своего разворота. В этой группе постоянно продолжалась борьба с неоднократными изменениями позиций. Гонзалес все же побывал в боксах, но вскоре опять присоединился к лидерам.

Маримон же, напротив, вынужден был отказаться от борьбы за первые места из-за проблем с радиатором. 

Борьба за победу продолжалась до самого клетчатого флага. Так закончилась самая интересная гонка в истории Формулы 1 на тот момент.";;
835;9;18;7;1953;638;"";"1.50.000";"Пасмурно, ливень";"Хосе-Фройлан Гонзалес наказан штрафной остановкой за полив трассы маслом.


По истечении двух недель после великолепного Гран При Франции претенденты на чемпионский титул прибыли в Силверстоун для следующей попытки выявить сильнейшего между заводскими Ferrari и Maserati. После победы Майкла Хоторна во Франции интерес британских болельщиков сильно возрос. Все главные действующие лица были на месте, никаких изменений не произошло. 

Первый ряд стартового поля отображал нешуточную борьбу между Аскари (поул), Гонзалесом (2-й), Хоторном (3-й) и Фанхио (4-й). 

У Фанхио получился лучший старт, но в первый поворот он зашел слишком широко и Аскари этим, конечно же, воспользовался. Так он и пролидировал до самого финиша. 

Позади итальянца Гонзалес прорвался на второе место после разворота Хэйлвуда, но затем был отброшен назад на 4-е, после того, как был наказан черным флагом за выброс на асфальт масла (порядок : Аскари, Фанхио, Виллорези, Гонзалес). Виллорези позже подведет подвеска на его болиде и он сойдет. Сойдет и Маримон, когда двигатель на его Maserati перестанет работать. 

Все эти чужие проблемы позволили подняться Фарине на 4-е место, а позже он обошел Гонзалеса и вовсе финишировал тпетьим. Хоторн пришел 5-м, Бонетто - 6-м.";;
836;34;8;2;1953;638;"";"9.56.000";"Солнечно, тепло, сухо";"Сезон 1953 года был бескомпромисной битвой лицом к лицу двух заводских команд - Maserati и Ferrari. В Нюрбурге с каждой стороны было, как обычно, по 4 автомобиля. У Gordini и Connaught было по 3 автомобиля; стартовое поле было дополнено многочисленными местными механизмами из Формулы 2 : AFM, Veritas Meteor, BMW Special и даже EMW. HWM на сей раз не было, но честь Британии защищали Cooper-Bristol и Cooper-Alta (С. Мосс). В Maserati из-за травм, полученных неделей ранее в гонках спортпрототипов в Лиссабоне отсутствовал Х.-Ф. Гонзалес. Его место занял Э. де Граффенрид. 

По итогам квалификации А. Аскари занял свое привычное место. Далее шли Фанхио, Фарина и Хоторн. Второй ряд облюбовали Тринтиньян, Виллорези и Бонетто. 

Опять старт выиграл Фанхио, Аскари контратаковал, вернул себе лидерство и по итогам первого круга выигрывал уже 10 секунд! На хвосте у Фанхио висел Хоторн и на втором круге после удачной атаки англичанин выходит на 2-е место. Фанхио контратаковал, потом Хоторн, и так, обгоняя друг друга, они продолжали дуэль. Аскари комфортно шел впереди, выигрывая у ближайшего преследователя 40 секунд, но это, видимо, был не его день. От его болида отрывается колесо! Это был удар, но Альберто сумел доставить свою Ferrari в боксы и даже возвратился на трассу после устранения всех неприятностей. 

Тем временем Фарина приблизился к паре дуэлянтов Фанхио-Хоторн. На 8-м круге итальянец опередил и того и другого, а Фанхио сумел таки оторваться от Хоторна. 

Аскари пытался спасти гонку, но баланс Ferrari был полностью нарушен, вследствие чего было принято решение о смене автомобиля: Аскари теперь управлял болидом Виллорези. На новой технике действующий чемпион выдал серию быстрейших кругов, однако старался он зря. На 15 круге мотор начал испускать дымок, тем не менее до финиша итальянец добрался, но только на 8-м месте. 

Фарина закончил соревнование с преимуществом в одну минуту над Фанхио, тот в свою очередь опередил Хоторна на 39 секунд, а от него на 7 минут отстал Бонетто. Шестерку замкнули де Граффенрид и Мосс, оба в круге от победителя.";;
837;78;23;8;1953;638;"";"2.41.300";"Солнечно, тепло, сухо";"Соперничество между заводскими Ferrari и Maserati поздним августом переместилось в Берн. 

Фанхио, который с июня не мог выиграть квалификацию, взял поул. Ферраристы Аскари и Фарина составили ему компанию на первой линии стартового поля. Тринтиньян был весьма хорош - он квалифицировался 4-м, опередив Маримона, Виллорези и Хоторна. 

Х.-Ф. Гонзалес до сих пор залечивал травмы, вместо него опять был заявлен де Граффенрид. Maserati, к тому же, бросила в бой пятый автомобиль, которым управляла довоенная звезда Херман Ланг. 

Фанхио вроде бы стартовал неплохо, но Аскари все-таки удалось его опередить. Отлично начал гонку Хоторн - он вышел на третье место. Далее - Маримон, Виллорези, Бонетто и Фарина. Последний мало-помалу поднимался все выше и выше и сумел дойти до третьего места, а после проблем с коробкой передач у Фанхио стал вторым. 

Фанхио пришлось пойти в боксы, позже он возьмет болид у Бонетто, продолжит гонку и будет беспрерывно атаковать, в надежде вернуть потерянное место, но на 29 круге у Фанхио опять начались проблемы, на сей раз с двигателем. 

Аскари смотрелся очень убедительно, но на 39 круге его двигатель стал испытывать перебои в зажигании, эта неприятность заставила его пойти в боксы, где проблема вроде была решена. Расстановка сил: Фарина, Маримон, Хоторн, Аскари. 

На 46 круге Маримона не стало на трассе - его двигатель умер, что оставило во главе гонки трех пилотов Ferrari. С тренерского мостика поступило предложение сохранить статус-кво и в таком порядке (Фарина, Хоторн, Аскари) дойти до финиша. Но Аскари не особо заинтересовался такой идеей и прошел обоих своих партнеров, не только выиграв Гран При, но и весь чемпионат.";;
838;14;13;9;1953;570;"";"2.4.500";"Солнечно, тепло, сухо";"Матч между командами Ferrari и Maserati продолжился на заключительном этапе в Монце, несмотря на то, что пилот Ferrari Аскари уже завоевал чемпионский титул, а Энцо Феррари объявил об уходе команды по окончании сезона из Формулы 1. 

Это, однако, не помешало ему (Энцо) к своим обычным действующим пилотам добавить еще парочку: Умберто Мальоли и Пьеро Карини. Maserati была представлена Фанхио, Маримоном, Бонетто, де Граффенридом, а также двумя новичками - Серджо Мантовани и Луиджи Муссо. Х.-Ф. Гонзалес до сих пор был не в форме. 

Итоги квалификации: Аскари, Фанхио, Фарина, Маримон, Виллорези, Хоторн, Бонетто и т.д. Полное доминирование пилотов Maserati и Ferrari. 

На этот раз Фанхио стартовал неудачно, пропустив целую группу гонщиков, а первыми ушли Аскари и Фарина. Но еще на первом круге Маримон прошел обе Ferrari, а после того, как к ним подъехал взявший себя в руки Фанхио, началась длительная красивая битва внутри этого квартета. 

Примерно на половине дистанции Маримон откатился назад после своих проблем с радиатором, но нашел в себе силы вернуться в лидирующую группу. Эта группа (Аскари, Фарина, Фанхио, Маримон) вскоре настигла круговых Виллорези и Хоторна, борющихся между собой, и хотя Хоторн вскоре приотстал, на последний круг пилоты пошли плотной группой из пяти машин. 

В последнем повороте Аскари и Фарина были бок о бок, Аскари не удержал свой болид и его стало заносить, и если Фарина, для того чтобы избежать столкновения, направил свой болид прямо на траву, то Маримону деваться было некуда, он прямиком врезался в двукратного чемпиона мира. Фанхио благополучно всех объехал и выиграл гонку, первую и единственную в 1953 году. Но эта победа позволила стать аргентинцу вице-чемпионом. 

Фарина успел покинуть траву, для того, чтобы стать вторым, Виллорези оказался на третьем месте.";;
